COMID,Flow_cfs,StreamOrder,SizeClass,slope,GradientClass
251008,0.172,1,HW,0.00652577,Moderate
251010,0.053,1,HW,0.00811188,Moderate
251012,0.072,1,HW,0.00601294,Moderate
251014,0.193,2,HW,0.00549556,Moderate
251016,6.319,3,SC,0.00639917,Moderate
251018,5.374,3,SC,0.00117647,Low
251020,3.647,3,SC,0.00133444,Low
251022,3.681,3,SC,0.00201865,Low
251024,0.071,1,HW,0.00763048,Moderate
251026,0.216,1,HW,0.00642321,Moderate
251028,0.182,2,HW,0.00557454,Moderate
251030,0.123,1,HW,0.01577229,Moderate
251032,2.028,3,SC,0.00164352,Low
251034,7.334,4,SC,0.00239631,Low
251036,0.115,1,HW,0.01012282,Moderate
251038,0.117,1,HW,0.00401035,Low
251040,0.433,2,HW,0.00323529,Low
251042,0.302,1,HW,0.00608809,Moderate
251044,6.597,3,SC,0.00144348,Low
251046,6.971,3,SC,1.00E-05,Very low
251048,0.155,1,HW,0.00492077,Low
251050,0.064,1,HW,0.00698929,Moderate
251052,0.241,1,HW,0.00398589,Low
251054,0.029,1,HW,0.00740414,Moderate
251056,0.582,2,HW,0.0021775,Low
251058,0.118,1,HW,0.00710193,Moderate
251060,0.313,2,HW,0.00301533,Low
251062,0.576,2,HW,0.00125388,Low
251064,0.1,1,HW,0.00693026,Moderate
251066,7.573,4,SC,0.00102353,Low
251068,7.184,3,SC,0.00102503,Low
251070,0.145,1,HW,0.00410616,Low
251072,31.523,4,LC,0.00122509,Low
251074,0.102,1,HW,0.00524984,Moderate
251076,0.102,1,HW,0.00690881,Moderate
251078,0.128,1,HW,0.00111942,Low
251080,0.288,2,HW,0.00328389,Low
251082,0.138,1,HW,0.00485416,Low
251084,0.136,1,HW,0.00786839,Moderate
251086,2.328,3,SC,0.00071081,Very low
251088,36.915,4,LC,0.0009431,Very low
251090,0.637,2,HW,0.00242259,Low
251092,31.633,4,LC,1.00E-05,Very low
251094,0.189,2,HW,0.00305825,Low
251096,2.559,3,SC,1.00E-05,Very low
251098,0.047,1,HW,0.00819618,Moderate
251100,0.71,2,HW,0.00575117,Moderate
251102,0.201,1,HW,0.00413468,Low
251104,0.436,2,HW,0.00441558,Low
251106,0.287,2,HW,0.00416357,Low
251108,37.617,4,LC,1.00E-05,Very low
251110,0.047,1,HW,0.00878738,Moderate
251112,0.477,2,HW,0.00753424,Moderate
251114,0.084,1,HW,0.00632938,Moderate
251116,14.851,4,LC,1.00E-05,Very low
251118,0.196,1,HW,0.00538888,Moderate
251120,0.129,1,HW,0.00495811,Low
251122,0.266,2,HW,0.00637593,Moderate
251124,0.359,2,HW,0.00382178,Low
251126,0.083,1,HW,0.00819755,Moderate
251128,0.973,2,HW,0.00272671,Low
251130,1.058,2,HW,0.01286885,Moderate
251132,0.337,1,HW,0.00582571,Moderate
251134,0.069,1,HW,0.0102246,Moderate
251136,14.944,4,LC,0.00395924,Low
251138,1.401,3,HW,0.00177685,Low
251140,0.142,1,HW,0.00431993,Low
251142,0.858,2,HW,0.00223927,Low
251144,0.444,2,HW,0.00258024,Low
251146,0.275,2,HW,0.00090951,Very low
251148,2.623,4,SC,0.00501612,Moderate
251150,2.695,3,SC,0.00292314,Low
251152,0.075,1,HW,0.0068545,Moderate
251154,2.167,4,SC,1.00E-05,Very low
251156,0.761,2,HW,0.00157674,Low
251158,0.139,1,HW,0.00577981,Moderate
251160,0.778,2,HW,0.00227824,Low
251162,38.425,4,LC,0.00096764,Very low
251164,0.121,1,HW,0.01116371,Moderate
251166,15.043,4,LC,0.00028735,Very low
251168,0.99,1,HW,0.00588912,Moderate
251170,0.058,1,HW,0.01234269,Moderate
251172,0.207,1,HW,0.00466038,Low
251174,0.191,1,HW,0.00668618,Moderate
251176,2.585,4,SC,0.00085291,Very low
251178,2.443,4,SC,0.00099891,Very low
251180,0.071,1,HW,1.00E-05,Very low
251182,0.076,1,HW,0.006875,Moderate
251184,0.149,1,HW,0.01137291,Moderate
251186,16.082,4,LC,1.00E-05,Very low
251188,0.053,1,HW,0.00760299,Moderate
251190,0.182,1,HW,0.00414492,Low
251192,2.557,4,SC,0.00161403,Low
251194,0.691,2,HW,0.00248295,Low
251196,0.134,2,HW,0.00856338,Moderate
251198,0.762,3,HW,0.00157928,Low
251200,1.038,2,HW,0.00320355,Low
251202,0.114,1,HW,0.00658482,Moderate
251204,0.034,1,HW,0.0035259,Low
251206,0.762,3,HW,0.0024202,Low
251208,0.242,1,HW,0.00219042,Low
251210,0.513,3,HW,0.00152968,Low
251212,0.249,2,HW,0.0017993,Low
251214,0.053,1,HW,0.0059633,Moderate
251216,0.061,1,HW,0.00653409,Moderate
251218,1.203,3,HW,0.00212133,Low
251220,0.229,2,HW,0.00429539,Low
251222,31.994,4,LC,0.00059616,Very low
251224,0.164,1,HW,0.00442194,Low
251226,5.175,4,SC,0.00039267,Very low
251228,0.066,1,HW,0.00715341,Moderate
251230,0.953,2,HW,0.00172734,Low
251232,0.058,1,HW,0.00613135,Moderate
251236,0.185,1,HW,0.00575942,Moderate
251238,0.046,1,HW,0.00635334,Moderate
251240,0.118,1,HW,0.00565905,Moderate
251242,41.554,4,SR,0.0009619,Very low
251244,32.173,4,LC,1.00E-05,Very low
251246,0.138,1,HW,0.00523197,Moderate
251248,0.122,1,HW,0.00587421,Moderate
251250,0.258,2,HW,0.00434379,Low
251252,0.977,3,HW,0.00079357,Very low
251254,1.043,2,HW,0.00082981,Very low
251256,5.476,4,SC,0.00055197,Very low
251258,5.481,4,SC,1.00E-05,Very low
251260,1.084,3,HW,0.00207026,Low
251262,0.225,1,HW,0.00612578,Moderate
251264,41.69,4,SR,9.94E-05,Very low
251266,0.053,1,HW,0.00653986,Moderate
251268,37.66,5,LC,0.0050196,Moderate
251270,0.241,1,HW,0.00776327,Moderate
251272,0.008,4,HW,0.00066914,Very low
251274,16.351,4,LC,0.00126746,Low
251276,0.327,2,HW,0.00928251,Moderate
251278,0.188,1,HW,0.01177118,Moderate
251280,16.682,4,LC,0.00133757,Low
251282,2.041,3,SC,0.00375097,Low
251284,39.495,5,LC,0.00183164,Low
251286,0.083,1,HW,0.01621816,Moderate
251288,0.085,1,HW,0.00665439,Moderate
251290,0.1,1,HW,0.00902737,Moderate
251292,0.218,1,HW,0.00593442,Moderate
251294,0.17,1,HW,0.00588988,Moderate
251296,0.069,1,HW,0.00734701,Moderate
251298,0.433,2,HW,0.00525014,Moderate
251300,0.573,2,HW,0.00524639,Moderate
251302,0.063,1,HW,0.00532231,Moderate
251304,0.113,1,HW,0.00723796,Moderate
251306,41.554,5,SR,0.00155973,Low
251308,0.12,1,HW,0.005,Moderate
251310,0.347,2,HW,0.00520646,Moderate
251312,1.411,2,HW,0.00206419,Low
251314,0.081,1,HW,0.00700297,Moderate
251316,42.134,4,SR,1.00E-05,Very low
251318,0.231,1,HW,0.00237691,Low
251320,0.202,1,HW,0.01285266,Moderate
251322,17.038,4,LC,1.00E-05,Very low
251324,0.13,1,HW,0.00444392,Low
251326,0.09,1,HW,0.00832149,Moderate
251328,0.299,2,HW,0.00510248,Moderate
251330,0.121,1,HW,0.00590465,Moderate
251332,0.078,1,HW,0.00587467,Moderate
251334,0.084,1,HW,0.00700779,Moderate
251336,0.159,1,HW,0.00722555,Moderate
251338,0.077,1,HW,0.00714929,Moderate
251340,0.295,2,HW,0.00895791,Moderate
251342,42.542,4,SR,0.00102052,Low
251344,0.602,3,HW,0.00251961,Low
251346,0.156,1,HW,0.00597639,Moderate
251348,0.092,1,HW,0.00929107,Moderate
251350,41.763,5,SR,0.00068652,Very low
251352,0.274,2,HW,0.00743243,Moderate
251354,42.944,5,SR,0.00054878,Very low
251356,0.132,1,HW,0.0060184,Moderate
251358,0.027,1,HW,0.0050431,Moderate
251360,0.222,1,HW,0.00391405,Low
251362,0.063,1,HW,0.00692012,Moderate
251364,0.917,2,HW,0.00350877,Low
251366,1.175,2,HW,0.00265454,Low
251368,46.552,5,SR,1.00E-05,Very low
251370,0.128,2,HW,0.00932267,Moderate
251372,0.196,2,HW,0.00604382,Moderate
251374,0.354,1,HW,0.00458681,Low
251376,46.711,5,SR,1.00E-05,Very low
251378,0.052,1,HW,0.01251366,Moderate
251380,0.848,2,HW,0.00218916,Low
251382,0.144,1,HW,0.00587008,Moderate
251384,43.254,5,SR,1.00E-05,Very low
251386,46.547,5,SR,1.00E-05,Very low
251388,0.114,1,HW,0.0098817,Moderate
251390,0.448,2,HW,0.00381252,Low
251392,1.874,3,HW,0.00131228,Low
251394,0.157,1,HW,0.00627358,Moderate
251396,49.083,5,SR,1.00E-05,Very low
251398,0.06,1,HW,0.01021632,Moderate
251400,0.093,1,HW,0.01038684,Moderate
251402,0.084,1,HW,0.0028236,Low
251404,0.093,1,HW,0.00274203,Low
251406,46.823,5,SR,1.00E-05,Very low
251408,47.149,5,SR,1.00E-05,Very low
251410,0.131,1,HW,0.00716316,Moderate
251412,49.3,5,SR,0.00120118,Low
251414,0.082,1,HW,0.00674302,Moderate
251416,3.232,2,SC,0.00142609,Low
251418,0.106,1,HW,0.01064366,Moderate
251420,0.584,2,HW,0.00292825,Low
251422,0.069,1,HW,0.0090909,Moderate
251424,0.305,1,HW,0.01058568,Moderate
251426,0.057,1,HW,0.0179308,Moderate
251428,2.72,2,SC,0.00315689,Low
251430,1.353,2,HW,0.00331759,Low
251432,0.066,1,HW,0.00668825,Moderate
251434,0.664,1,HW,0.00265768,Low
251436,0.72,2,HW,0.00344923,Low
251438,49.541,5,SR,0.00067796,Very low
251440,0.304,2,HW,0.0045096,Low
251442,0.575,2,HW,0.00356575,Low
251444,0.04,1,HW,0.00562005,Moderate
251446,0.723,2,HW,0.00334041,Low
251448,43.308,4,SR,0.00046417,Very low
251450,0.127,1,HW,0.0039132,Low
251452,2.535,2,SC,0.0016897,Low
251454,1.136,2,HW,0.00341787,Low
251456,0.137,1,HW,0.00748197,Moderate
251458,0.109,1,HW,0.00946163,Moderate
251460,50.349,5,SR,1.00E-05,Very low
251462,53.677,5,SR,0.01018181,Moderate
251464,0.133,1,HW,0.0093027,Moderate
251466,0.745,2,HW,0.01008805,Moderate
251468,0.145,1,HW,0.00834363,Moderate
251470,53.88,5,SR,0.00030778,Very low
251472,0.098,1,HW,0.00785714,Moderate
251474,0.278,1,HW,0.004736,Low
251476,0.222,1,HW,0.00474437,Low
251478,0.13,1,HW,0.00770693,Moderate
251480,0.101,1,HW,0.0108484,Moderate
251482,54.029,5,SR,1.00E-05,Very low
251484,2.258,2,SC,0.00162135,Low
251486,0.645,1,HW,0.00323622,Low
251488,17.936,4,LC,0.00094385,Very low
251490,0.355,1,HW,0.00116532,Low
251492,0.031,1,HW,0.00913357,Moderate
251494,3.326,3,SC,0.0001879,Very low
251496,0.186,1,HW,0.00705921,Moderate
251498,0.044,1,HW,0.00950354,Moderate
251500,0.178,1,HW,0.00702052,Moderate
251502,57.217,5,SR,1.00E-05,Very low
251504,57.382,5,SR,0.00139259,Low
251506,54.291,5,SR,0.00059799,Very low
251508,0.082,1,HW,0.01382536,Moderate
251510,2.019,2,SC,0.00228902,Low
251512,0.021,1,HW,0.01343347,Moderate
251514,0.087,1,HW,0.00832834,Moderate
251516,0.071,1,HW,0.0067229,Moderate
251518,0.406,1,HW,0.00258592,Low
251520,75.401,5,SR,1.00E-05,Very low
251522,2.974,3,SC,0.00127649,Low
251524,75.599,5,SR,4.44E-05,Very low
251526,0.015,1,HW,0.01518367,Moderate
251528,75.882,5,SR,0.00049596,Very low
251530,2.199,2,SC,0.00237354,Low
251532,0.11,1,HW,0.01171041,Moderate
251534,1.845,2,HW,0.00330142,Low
251536,76.032,5,SR,0.00020304,Very low
251538,2.596,3,SC,0.00152295,Low
251540,0.167,1,HW,0.00569168,Moderate
251542,0.454,1,HW,0.00512376,Moderate
251544,1.383,2,HW,0.00321553,Low
251546,78.322,5,SR,1.00E-05,Very low
251548,0.364,1,HW,0.00977834,Moderate
251550,0.178,1,HW,0.01322027,Moderate
251552,0.158,1,HW,0.00765934,Moderate
251554,1.577,2,HW,0.0042959,Low
251556,2.028,3,SC,0.00710049,Moderate
251558,79.773,5,SR,1.00E-05,Very low
251560,0.112,1,HW,0.01616319,Moderate
251562,2.899,3,SC,0.00201487,Low
251564,0.096,1,HW,0.01342613,Moderate
251566,1.922,3,HW,0.00195856,Low
251568,0.275,2,HW,0.00324912,Low
251570,0.195,1,HW,0.01046915,Moderate
251572,0.088,1,HW,0.00705653,Moderate
251574,0.106,1,HW,0.01099083,Moderate
251576,1.805,3,HW,0.00351522,Low
251578,0.308,2,HW,0.00519203,Moderate
251580,0.31,1,HW,0.00703799,Moderate
251582,0.243,1,HW,0.00821011,Moderate
251584,0.079,1,HW,0.0092861,Moderate
251586,1.43,3,HW,0.00135593,Low
251588,2.39,3,SC,0.00277901,Low
251590,44.468,4,SR,0.00074969,Very low
251592,0.37,1,HW,0.00552554,Moderate
251594,0.036,1,HW,0.00787048,Moderate
251596,0.07,1,HW,0.01128661,Moderate
251598,2.334,2,SC,0.00189555,Low
251600,0.311,2,HW,0.00392706,Low
251602,0.041,1,HW,0.0076867,Moderate
251604,0.159,1,HW,0.00587719,Moderate
251606,0.145,1,HW,0.00739644,Moderate
251608,0.162,1,HW,0.0123309,Moderate
251610,0.081,1,HW,0.011241,Moderate
251612,2.197,3,SC,0.00100213,Low
251614,1.106,3,HW,0.00501901,Moderate
251616,1.019,3,HW,0.00077608,Very low
251618,1.096,1,HW,0.00521364,Moderate
251620,0.509,2,HW,0.0063522,Moderate
251622,1.481,2,HW,0.00372881,Low
251624,0.018,1,HW,-9998,Very low
251626,0.437,1,HW,0.00858472,Moderate
251628,0.808,2,HW,0.00333739,Low
251630,0.501,2,HW,0.00685534,Moderate
251632,0.057,1,HW,0.00937119,Moderate
251634,83.122,5,SR,1.00E-05,Very low
251636,0.314,1,HW,0.00462983,Low
251638,0.334,1,HW,0.01234927,Moderate
251640,0.284,1,HW,0.01060866,Moderate
251642,0.275,2,HW,0.00619867,Moderate
251644,2.258,3,SC,1.00E-05,Very low
251646,0.108,1,HW,0.00252506,Low
251648,0.097,1,HW,0.01147354,Moderate
251650,0.066,1,HW,0.0112429,Moderate
251652,0.253,2,HW,0.00452658,Low
251654,0.156,1,HW,0.01123136,Moderate
251656,0.317,1,HW,0.00994873,Moderate
251658,0.054,1,HW,0.01547051,Moderate
251660,0.475,1,HW,0.00684352,Moderate
251662,0.164,1,HW,0.01410238,Moderate
251664,0.731,1,HW,0.00553704,Moderate
251666,0.085,1,HW,0.00669032,Moderate
251668,84.491,5,SR,1.00E-05,Very low
251670,1.205,2,HW,0.00752136,Moderate
251672,1.199,2,HW,1.00E-05,Very low
251674,1.134,2,HW,1.00E-05,Very low
251676,0.13,1,HW,0.008113,Moderate
251678,1.96,3,HW,0.00211368,Low
251680,0.249,1,HW,0.00989888,Moderate
251682,0.686,2,HW,0.00650268,Moderate
251684,1.048,2,HW,0.00459034,Low
251686,0.039,1,HW,0.01009149,Moderate
251688,0.187,1,HW,0.00674277,Moderate
251690,0.154,1,HW,0.00927505,Moderate
251692,0.216,1,HW,0.01030066,Moderate
251694,0.109,1,HW,0.00338412,Low
251696,0.3,1,HW,0.00427828,Low
251698,47.347,4,SR,0.00106701,Low
251710,0.316,2,HW,0.00430057,Low
251712,0.089,1,HW,0.00374683,Low
251714,0.69,2,HW,0.00341274,Low
251716,1.118,2,HW,0.00302496,Low
251718,0.139,1,HW,0.00797799,Moderate
251720,0.079,1,HW,0.00589018,Moderate
251722,0.29,1,HW,0.0092204,Moderate
251724,0.285,1,HW,0.0085376,Moderate
251726,0.662,1,HW,0.00481195,Low
251728,0.859,2,HW,0.00281069,Low
251730,1.173,2,HW,0.00223682,Low
251732,1.051,2,HW,0.00295345,Low
251734,1.932,3,HW,0.0022379,Low
251736,1.215,2,HW,0.00587912,Moderate
251738,0.095,1,HW,0.00729457,Moderate
251740,0.258,1,HW,0.00496528,Low
251742,0.459,1,HW,0.00367126,Low
251744,0.173,1,HW,0.00554792,Moderate
251746,2.724,3,SC,0.00142165,Low
251748,0.16,1,HW,0.00406041,Low
251750,22.294,4,LC,0.00084103,Very low
251752,4.051,3,SC,0.00111902,Low
251754,0.57,1,HW,0.00368948,Low
251756,0.128,1,HW,0.00782504,Moderate
251758,0.198,1,HW,0.0053857,Moderate
251760,0.115,1,HW,0.0048048,Low
251762,0.188,1,HW,0.00383023,Low
251764,0.419,1,HW,0.00405257,Low
251766,1.452,3,HW,0.00295202,Low
251768,31.423,4,LC,0.00103092,Low
251770,0.545,1,HW,0.00387387,Low
251772,0.479,1,HW,0.0065444,Moderate
251774,0.136,1,HW,0.01388482,Moderate
251776,0.907,2,HW,0.00448818,Low
251778,26.108,4,LC,0.00020469,Very low
251780,0.052,1,HW,0.01114206,Moderate
251782,0.118,1,HW,0.00741657,Moderate
251784,3.867,4,SC,0.00159528,Low
251786,1.286,3,HW,0.00311973,Low
251788,0.271,1,HW,0.00766946,Moderate
251790,0.282,1,HW,0.00849094,Moderate
251792,0.166,1,HW,0.00611965,Moderate
251794,0.37,1,HW,0.00905963,Moderate
251796,1.796,3,HW,0.00205447,Low
251798,0.555,2,HW,0.00377977,Low
251800,0.396,1,HW,0.00772827,Moderate
251802,0.329,1,HW,0.00851788,Moderate
251804,80.228,5,SR,1.00E-05,Very low
251806,2.666,3,SC,0.00163829,Low
251808,2.604,3,SC,1.00E-05,Very low
251810,0.139,1,HW,0.00335106,Low
251812,0.044,1,HW,0.00622377,Moderate
251814,0.038,1,HW,0.1775,Steep
251816,0.53,1,HW,0.00811397,Moderate
251818,1.639,2,HW,0.00399653,Low
251820,0.617,2,HW,0.00163173,Low
251822,0.134,1,HW,0.00648648,Moderate
251824,0.07,1,HW,0.00143497,Low
251826,0.14,1,HW,0.00312368,Low
251828,0.246,2,HW,0.00800613,Moderate
251830,0.053,1,HW,1.00E-05,Very low
251832,0.059,1,HW,0.00917355,Moderate
251834,0.049,1,HW,0.00286516,Low
251836,39.475,5,LC,1.00E-05,Very low
251838,37.661,5,LC,1.00E-05,Very low
251840,1.815,3,HW,0.00653386,Moderate
251842,0.01,4,HW,0.00312849,Low
251844,1.797,3,HW,0.00797468,Moderate
251846,0.041,1,HW,0.00832951,Moderate
251848,0.046,1,HW,0.01311475,Moderate
251850,0,1,,-9998,Very low
251852,0.048,1,HW,0.01324607,Moderate
251854,0.169,1,HW,0.00682539,Moderate
251856,0.022,1,HW,0.00830769,Moderate
251858,0.284,2,HW,0.00447761,Low
251860,0.047,1,HW,0.00470833,Low
251862,0.151,1,HW,0.00300699,Low
251864,0.103,1,HW,0.00361403,Low
251866,0.032,1,HW,0.00987804,Moderate
251868,0.132,1,HW,0.00832214,Moderate
251870,0.326,1,HW,0.00592592,Moderate
251872,0.263,2,HW,0.01416666,Moderate
251874,942.584,6,MS,1.00E-05,Very low
251876,0.17,1,HW,0.00265546,Low
251878,0.042,1,HW,1.00E-05,Very low
251880,0.022,1,HW,0.01318584,Moderate
251882,0.043,1,HW,0.00953917,Moderate
251884,0.014,1,HW,0.00988372,Moderate
251886,0.038,1,HW,1.00E-05,Very low
251888,0.006,1,HW,0.004,Low
251890,0.018,1,HW,0.0140625,Moderate
251892,0,1,,-9998,Very low
251894,2.6,3,SC,0.00386775,Low
251896,0.172,1,HW,0.0107024,Moderate
251898,2.917,3,SC,0.01869565,Moderate
251900,0,1,,-9998,Very low
251902,0,2,,-9998,Very low
251904,0,1,,-9998,Very low
252082,0.21,1,HW,0.04520467,High
252086,0.423,2,HW,0.00877129,Moderate
252088,0.156,1,HW,0.02990692,Moderate High
252104,0.636,1,HW,0.0033047,Low
252116,0.109,1,HW,0.00592805,Moderate
252118,5.866,3,SC,0.00174332,Low
252120,0.273,1,HW,0.00437636,Low
252122,6.071,3,SC,1.28E-05,Very low
252130,1.375,2,HW,0.00338048,Low
252132,5.153,3,SC,0.00013245,Very low
252136,13.355,3,LC,0.00122435,Low
252138,1.86,2,HW,0.0054409,Moderate
252146,0.121,1,HW,0.02856972,Moderate High
252148,0.513,1,HW,0.00335199,Low
252150,0.265,1,HW,0.00290871,Low
252152,0.609,1,HW,0.00335419,Low
252154,0.194,1,HW,0.00453807,Low
252156,6.559,3,SC,0.00144979,Low
252158,0.565,1,HW,0.00119883,Low
252164,0.187,1,HW,0.00536644,Moderate
252166,0.223,1,HW,0.00494159,Low
252168,4.875,3,SC,0.00132118,Low
252170,0.167,1,HW,0.00301359,Low
252172,6.805,3,SC,1.00E-05,Very low
252174,0.468,1,HW,0.00313445,Low
252180,0.375,1,HW,0.00313449,Low
252182,0.203,1,HW,0.02265411,Moderate High
252188,11.299,3,LC,1.00E-05,Very low
252192,4.069,3,SC,0.00084569,Very low
252194,2.054,3,SC,0.00379157,Low
252196,1.177,2,HW,0.00221867,Low
252202,0.495,2,HW,0.00477112,Low
252204,0.145,1,HW,0.00640768,Moderate
252210,7.276,3,SC,0.00145418,Low
252212,1.09,2,HW,0.00252843,Low
252214,10.979,3,LC,0.00122781,Low
252222,0.969,2,HW,0.00135453,Low
252224,0.289,1,HW,0.0163314,Moderate
252232,0.72,2,HW,0.00246404,Low
252236,10.799,3,LC,0.00041193,Very low
252242,0.194,1,HW,0.00450395,Low
252250,8.241,3,SC,0.00125183,Low
252252,0.179,1,HW,0.00342535,Low
252266,0.189,1,HW,0.01678668,Moderate
252274,10.238,3,LC,0.00133134,Low
252284,8.702,3,SC,1.00E-05,Very low
252294,9.856,3,SC,0.00143128,Low
252298,0.781,1,HW,0.00881306,Moderate
252300,9.159,3,SC,0.00056881,Very low
252306,9.57,3,SC,0.00051184,Very low
252312,0.412,1,HW,0.00833048,Moderate
252314,0.455,1,HW,0.00294117,Low
252328,0.241,1,HW,0.00326049,Low
252330,0.461,1,HW,0.00528467,Moderate
252336,0.119,1,HW,0.00621155,Moderate
252338,0.37,1,HW,0.00376615,Low
252340,0.341,1,HW,0.0055171,Moderate
252342,0.569,1,HW,0.00432809,Low
252348,1.561,2,HW,0.00289547,Low
252350,0.29,1,HW,0.00558275,Moderate
252352,0.198,1,HW,0.01541447,Moderate
252364,0.434,1,HW,0.00589539,Moderate
252366,0.256,1,HW,0.00684443,Moderate
252370,0.13,1,HW,0.01759463,Moderate
252372,0.224,1,HW,0.00822243,Moderate
252374,0.386,1,HW,0.00589954,Moderate
252376,0.216,1,HW,0.00645276,Moderate
252384,1.124,1,HW,0.00805021,Moderate
252402,0.105,1,HW,0.00740252,Moderate
252414,0.203,1,HW,0.00767165,Moderate
252428,0.128,1,HW,0.00344975,Low
252434,0.66,1,HW,0.0098304,Moderate
252438,0.181,1,HW,0.01012561,Moderate
252440,0.269,1,HW,0.00761365,Moderate
252454,0.384,1,HW,0.01044651,Moderate
252488,0.96,2,HW,0.00312666,Low
252494,0.208,1,HW,0.00628874,Moderate
252496,0.246,1,HW,0.00558038,Moderate
252508,0.22,1,HW,0.00756803,Moderate
252516,3.766,3,SC,0.00199091,Low
252526,6.14,3,SC,0.00065685,Very low
252534,0.46,1,HW,0.00909128,Moderate
252540,0.482,2,HW,0.00711188,Moderate
252542,6.76,3,SC,0.00142275,Low
252550,9.79,3,SC,0.00124286,Low
252552,0.97,1,HW,0.00769338,Moderate
252554,21.038,4,LC,0.00101351,Low
252556,2.275,2,SC,0.00186119,Low
252558,1.804,2,HW,0.00242829,Low
252564,19.07,4,LC,1.00E-05,Very low
252566,0.807,1,HW,0.00590705,Moderate
252568,0.411,1,HW,0.01304066,Moderate
252570,0.796,2,HW,0.00225165,Low
252572,18.638,4,LC,0.00123456,Low
252574,10.619,3,LC,0.00092145,Very low
252576,6.463,3,SC,1.00E-05,Very low
252578,3.158,2,SC,0.0017296,Low
252582,17.336,4,LC,0.00048816,Very low
252584,0.344,1,HW,0.00218743,Low
252588,0.699,1,HW,0.00988417,Moderate
252612,0.522,1,HW,0.00411048,Low
252614,1.97,2,HW,0.00190125,Low
252628,3.303,2,SC,0.00137359,Low
252630,0.241,1,HW,0.00421747,Low
252632,5.193,3,SC,0.00131729,Low
252634,2.091,2,SC,0.00216703,Low
252636,4.147,3,SC,0.00075714,Very low
252638,7.032,3,SC,0.00134075,Low
252640,3.73,3,SC,0.0012586,Low
252642,0.645,1,HW,0.00367217,Low
252650,0.236,1,HW,0.00545775,Moderate
252652,1.747,2,HW,0.00146398,Low
252658,0.975,1,HW,0.00291742,Low
252686,0.145,1,HW,0.00608003,Moderate
252688,0.622,1,HW,0.00296078,Low
252690,6.223,3,SC,0.00116851,Low
252692,1.434,2,HW,0.00291626,Low
252702,0.889,2,HW,0.00302963,Low
252726,2.374,3,SC,0.00312437,Low
252730,0.5,1,HW,0.00355582,Low
252746,1.329,2,HW,0.00199012,Low
252748,1.023,2,HW,0.00157818,Low
252756,0.979,2,HW,0.00245773,Low
252758,0.147,1,HW,0.01226073,Moderate
252762,0.154,1,HW,0.00686268,Moderate
252768,2.198,2,SC,0.00182352,Low
252772,1.211,2,HW,0.00198136,Low
252776,0.228,1,HW,0.00492146,Low
252782,0.689,1,HW,0.00892924,Moderate
252784,0.797,2,HW,0.00240273,Low
252786,0.409,1,HW,0.00601704,Moderate
252790,0.171,1,HW,0.00706341,Moderate
252792,0.673,1,HW,0.00877348,Moderate
252798,0.528,1,HW,0.00901514,Moderate
252806,0.591,1,HW,0.00826235,Moderate
252812,0.356,1,HW,0.00788347,Moderate
252826,0.703,1,HW,0.00692583,Moderate
252836,0.35,1,HW,0.00788329,Moderate
252842,0.356,1,HW,0.00808416,Moderate
252998,3.686,3,SC,0.0017091,Low
253000,2.94,2,SC,0.00147045,Low
253002,1.338,2,HW,0.00182373,Low
253004,2.122,2,SC,0.00220892,Low
253010,0.244,1,HW,0.00475644,Low
253016,0.303,1,HW,0.00699939,Moderate
253018,0.474,1,HW,0.00738877,Moderate
253020,0.983,1,HW,0.0066903,Moderate
253022,0.829,1,HW,0.00597435,Moderate
253024,5.232,3,SC,0.00038185,Very low
253026,4.646,3,SC,0.00225425,Low
253028,0.625,1,HW,0.00272081,Low
253030,0.36,1,HW,0.00411745,Low
253032,1.637,2,HW,0.00210166,Low
253034,2.032,2,SC,0.0022088,Low
253038,0.42,1,HW,0.01137827,Moderate
253040,0.361,1,HW,0.01472625,Moderate
253042,0.321,1,HW,0.01179535,Moderate
253054,942.506,6,MS,0.00068288,Very low
253056,0.547,1,HW,0.00777777,Moderate
253058,0.625,1,HW,0.00418032,Low
253060,0.486,1,HW,0.00350318,Low
253064,0,3,,-9998,Very low
253066,0.486,1,HW,1.00E-05,Very low
253442,1.203,2,HW,1.00E-05,Very low
253444,84.493,5,SR,1.00E-05,Very low
253446,1.206,2,HW,1.00E-05,Very low
253448,1.159,2,HW,0.00490825,Low
253450,0.95,2,HW,0.00082352,Very low
253452,1.873,3,HW,0.00237179,Low
253454,0.258,1,HW,0.00668831,Moderate
253456,1.133,2,HW,0.00278341,Low
253458,0.015,1,HW,0.01394936,Moderate
253460,0.842,1,HW,0.00419693,Low
253462,85.739,5,SR,0.00343938,Low
253464,86.586,5,SR,1.00E-05,Very low
253466,0.075,1,HW,0.01518686,Moderate
253468,0.315,2,HW,0.01133866,Moderate
253470,0.778,2,HW,0.00502766,Moderate
253472,0.418,1,HW,0.00553691,Moderate
253474,1.551,3,HW,0.00345402,Low
253476,0.125,1,HW,0.01122512,Moderate
253478,0.109,1,HW,0.01076999,Moderate
253480,0.437,2,HW,0.00611202,Moderate
253482,0.237,1,HW,0.00509706,Moderate
253484,88.013,5,SR,1.00E-05,Very low
253486,89.093,5,SR,1.00E-05,Very low
253488,0.689,1,HW,0.00567384,Moderate
253490,0.142,1,HW,0.01274874,Moderate
253492,0.283,2,HW,0.00784832,Moderate
